연번,평가구분,장기요양기관기호,장기요양기관명,급여종류,설립주체,관할시도명,관할시군구명,평가일자,평가등급,평가총점,기관운영,환경및안전,수급자권리보장,급여제공과정,급여제공결과,기관운영(2025),수급자존중(2025),서비스제공(2025),서비스결과(2025)
8069,2023년 정기평가,3-47190-00292,행복재가노인복지센터,04.방문요양,개인,경상북도,구미시,2023-07-13,A,91.25,91.25,88.89,92.05,91.13,91.67,,,,
8070,2023년 정기평가,3-47190-00376,다온노인복지센터,05.방문목욕,개인,경상북도,구미시,2023-09-14,B,88.3,90,100,90.91,79.41,95,,,,
8071,2023년 정기평가,3-47190-00350,고운재가노인복지센터,05.방문목욕,개인,경상북도,구미시,2023-08-10,B,81.75,65,90,69.32,91.18,96.43,,,,
8072,2023년 정기평가,3-47190-00354,푸른재가노인복지센터,06.방문간호,개인,경상북도,구미시,2023-09-21,B,88.55,66.67,100,95.45,87.9,95.63,,,,
8073,2023년 정기평가,2-47190-00442,구미간호사의집재가노인복지시설,06.방문간호,개인,경상북도,구미시,2023-07-07,A,98.55,100,100,100,97.58,95.63,,,,
8074,2023년 정기평가,3-47190-00257,강남재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-07-13,A,90.55,93.42,100,72.92,92.97,82,,,,
8075,2023년 정기평가,2-47190-00340,정다운간호사의집노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-07-06,B,81.05,84.21,81.82,91.67,71.09,88.67,,,,
8076,2023년 정기평가,2-47190-00404,정다운간호사의집주야간보호센터,07.주야간보호,개인,경상북도,구미시,2023-07-06,B,87.1,84.21,79.55,100,85.16,95.67,,,,
8077,2023년 정기평가,2-47190-00428,에덴재활요양원주야간보호센터,07.주야간보호,개인,경상북도,구미시,2023-11-17,B,83.3,85.53,93.18,91.67,74.22,78.67,,,,
8078,2023년 정기평가,2-47190-00402,A+좋은재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-10-12,A,95.35,90.79,98.86,100,93.75,95.67,,,,
8079,2023년 정기평가,3-47190-00338,늘봄재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-07-25,A,91.55,82.89,100,91.67,89.06,95.33,,,,
8080,2023년 정기평가,3-47190-00222,금빛가족재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-07-07,A,91.8,100,87.5,91.67,91.41,88.67,,,,
8081,2023년 정기평가,3-47190-00362,바른재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-11-23,B,81.85,86.84,94.32,66.67,73.44,87.33,,,,
8082,2023년 정기평가,2-47190-00378,나이스노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-08-08,C,77.3,72.37,84.09,85.42,68.75,85.33,,,,
8083,2023년 정기평가,2-47190-00368,은빛실버빌복지센터,07.주야간보호,개인,경상북도,구미시,2023-08-25,A,92.1,88.16,97.73,85.42,93.75,90.67,,,,
8084,2023년 정기평가,2-47190-00004,금오노인복지센터,07.주야간보호,법인,경상북도,구미시,2023-06-01,B,82.55,92.11,94.32,91.67,65.63,82,,,,
8085,2023년 정기평가,2-47190-00430,황금연못주야간보호센터,07.주야간보호,개인,경상북도,구미시,2023-11-29,B,89.75,78.95,97.73,100,84.38,95,,,,
8086,2023년 정기평가,2-47190-00374,송정효마실노인주간보호전문센터,07.주야간보호,개인,경상북도,구미시,2023-10-12,B,86.5,80.26,95.45,95.83,82.03,83.33,,,,
8087,2023년 정기평가,2-47190-00438,문성효마실노인주간보호전문센터,07.주야간보호,개인,경상북도,구미시,2023-11-17,B,82.05,93.42,90.91,75,68.75,88.67,,,,
8088,2023년 정기평가,2-47190-00414,경희한방재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-11-24,B,83.35,76.32,86.36,91.67,77.34,94,,,,
8089,2023년 정기평가,3-47190-00244,엔젤재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-10-12,A,95.05,96.05,100,100,92.19,88.67,,,,
8090,2023년 정기평가,3-47190-00300,365재활재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-07-25,A,92.85,100,100,77.08,89.06,94,,,,
8091,2023년 정기평가,2-47190-00396,낭만백세재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-11-24,B,82.05,68.42,85.23,87.5,81.25,92,,,,
8092,2023년 정기평가,3-47190-00234,구미탑재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-10-12,A,93.35,92.11,97.73,100,88.28,94,,,,
8093,2023년 정기평가,2-47190-00405,원남효마실노인주간보호전문센터,07.주야간보호,개인,경상북도,구미시,2023-11-08,A,92.35,89.47,93.18,100,88.28,97.33,,,,
8094,2023년 정기평가,2-47190-00442,구미간호사의집재가노인복지시설,07.주야간보호,개인,경상북도,구미시,2023-07-07,A,96.6,96.05,100,91.67,96.09,97.33,,,,
8095,2023년 정기평가,2-47190-00440,조아재활전문재가복지타운,07.주야간보호,개인,경상북도,구미시,2023-11-29,C,80.75,82.89,92.05,100,57.81,95,,,,
8096,2023년 정기평가,2-47190-00406,심청재활노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-04-28,B,86.1,68.42,96.59,95.83,86.72,84,,,,
8097,2023년 정기평가,3-47190-00188,심청노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-04-28,A,90.8,90.79,96.59,100,87.5,82,,,,
8098,2023년 정기평가,3-47190-00170,천사효도마을재가노인복지센터,07.주야간보호,개인,경상북도,구미시,2023-05-23,A,93.1,81.58,100,91.67,96.88,90.67,,,,
8099,2023년 정기평가,3-47190-00056,명성의료기,09.복지용구,개인,경상북도,구미시,2023-07-18,B,89.83,91.64,100,82.61,80,94.44,,,,
8100,2023년 정기평가,3-47190-00048,한독의료기,09.복지용구,개인,경상북도,구미시,2023-06-09,E,66,64.29,88,34.78,50,94.44,,,,
8101,2023년 정기평가,3-47170-00130,해바라기재가센터,04.방문요양,개인,경상북도,안동시,2023-06-13,B,84.8,65,100,88.64,87.1,90.56,,,,
8102,2023년 정기평가,3-47170-00082,사랑재가요양센터,04.방문요양,개인,경상북도,안동시,2023-03-28,B,84.8,85,100,79.55,77.42,96.11,,,,
8103,2023년 정기평가,3-47170-00114,백세재가요양센터,04.방문요양,개인,경상북도,안동시,2023-03-28,B,81.55,62.5,100,79.55,81.45,96.11,,,,
8104,2023년 정기평가,2-47170-00164,보민재가노인복지센터,04.방문요양,개인,경상북도,안동시,2023-09-12,C,71.55,81.25,77.78,77.27,54.84,79.44,,,,
8105,2023년 정기평가,3-47170-00128,천사재가장기요양센터,04.방문요양,개인,경상북도,안동시,2023-02-14,B,87.55,97.5,100,86.36,85.48,75.28,,,,
8106,2023년 정기평가,3-47170-00148,햇빛재가요양센터,04.방문요양,개인,경상북도,안동시,2023-09-12,C,72,65,100,53.41,78.23,77.78,,,,
8107,2023년 정기평가,3-47170-00138,밝은재가노인복지센터,04.방문요양,개인,경상북도,안동시,2023-04-11,B,93.3,87.5,100,95.45,95.16,90.56,,,,
8108,2023년 정기평가,3-47170-00126,하늘재가복지센터,04.방문요양,법인,경상북도,안동시,2023-03-28,A,92.3,95,100,92.05,87.9,93.33,,,,
8109,2023년 정기평가,2-47170-00160,남안동농협 청아람재가복지센터,04.방문요양,법인,경상북도,안동시,2023-09-12,C,76.3,61.25,100,75,71.77,90.56,,,,
8110,2023년 정기평가,3-47170-00084,정성으로 모시는 재가복지센터,04.방문요양,개인,경상북도,안동시,2023-06-07,D,74.55,66.25,77.78,81.82,67.74,85,,,,
8111,2023년 정기평가,3-47170-00086,한국복지주간보호센터,04.방문요양,개인,경상북도,안동시,2023-08-16,B,83.05,70,100,95.45,76.61,85,,,,
8112,2023년 정기평가,3-47170-00156,행복재가복지센터,04.방문요양,개인,경상북도,안동시,2023-08-08,A,92.85,78.75,100,95.45,95.16,97.78,,,,
8113,2023년 정기평가,3-47170-00142,성심재가복지센터,04.방문요양,개인,경상북도,안동시,2023-09-12,A,94.6,90,100,86.36,100,97.78,,,,
8114,2023년 정기평가,3-47170-00120,강남재가복지센터,04.방문요양,개인,경상북도,안동시,2023-03-28,A,94.35,96.25,100,95.45,92.74,90.83,,,,
8115,2023년 정기평가,3-47170-00110,흰돌노인복지센터,04.방문요양,개인,경상북도,안동시,2023-02-02,B,87.05,87.5,100,72.73,95.16,83.61,,,,
8116,2023년 정기평가,3-47170-00104,동인노인재가복지센터,04.방문요양,개인,경상북도,안동시,2023-07-19,E,59.44,72.2,77.78,63.64,33.87,75,,,,
8117,2023년 정기평가,3-47170-00022,한국복지요양센터,04.방문요양,개인,경상북도,안동시,2023-06-07,B,88.8,72.5,100,86.36,94.35,94.72,,,,
8118,2023년 정기평가,2-47170-00174,안심재가노인복지센터,04.방문요양,개인,경상북도,안동시,2023-09-12,C,74.1,70,100,61.36,74.19,81.11,,,,
8119,2023년 정기평가,3-47170-00122,효심재가복지요양센터,04.방문요양,개인,경상북도,안동시,2023-02-02,D,63,52.5,55.56,68.18,56.45,83.33,,,,
8120,2023년 정기평가,3-47170-00090,참사랑재가복지센터,04.방문요양,개인,경상북도,안동시,2023-05-02,C,82.85,88.75,100,81.82,72.58,86.67,,,,
8121,2023년 정기평가,2-47170-00172,해오름복지센터,04.방문요양,개인,경상북도,안동시,2023-08-08,C,80.05,55,100,95.45,77.42,83.61,,,,
8122,2023년 정기평가,3-47170-00004,효자원,04.방문요양,개인,경상북도,안동시,2023-06-28,C,74.85,62.5,88.89,85.23,65.32,85.28,,,,
8123,2023년 정기평가,3-47170-00078,돌봄통합노인복지센터,04.방문요양,법인,경상북도,안동시,2023-05-02,A,93.55,95,100,82.95,95.16,98.89,,,,
8124,2023년 정기평가,2-47170-00178,부자재가복지센터,04.방문요양,개인,경상북도,안동시,2023-09-12,B,85.97,80.55,88.89,93.18,86.29,81.17,,,,
8125,2023년 정기평가,3-47170-00074,마음행복요양센터,04.방문요양,개인,경상북도,안동시,2023-06-13,A,92.05,90,100,95.45,90.32,89.17,,,,
8126,2023년 정기평가,3-47170-00082,사랑재가요양센터,05.방문목욕,개인,경상북도,안동시,2023-03-28,B,84.05,87.5,100,65.91,84.56,95,,,,
8127,2023년 정기평가,3-47170-00114,백세재가요양센터,05.방문목욕,개인,경상북도,안동시,2023-03-28,C,79.25,60,100,65.91,88.97,89.29,,,,
8128,2023년 정기평가,2-47170-00164,보민재가노인복지센터,05.방문목욕,개인,경상북도,안동시,2023-09-12,D,68.05,72.5,75,72.73,58.09,73.57,,,,
8129,2023년 정기평가,3-47170-00138,밝은재가노인복지센터,05.방문목욕,개인,경상북도,안동시,2023-04-11,B,94.05,92.5,90,95.45,94.85,95,,,,
8130,2023년 정기평가,3-47170-00022,한국복지요양센터,05.방문목욕,개인,경상북도,안동시,2023-06-07,B,87.05,82.5,100,81.82,86.03,95,,,,
8131,2023년 정기평가,3-47170-00004,효자원,05.방문목욕,개인,경상북도,안동시,2023-06-28,C,74.55,62.5,80,71.59,79.41,80.71,,,,
8132,2023년 정기평가,3-47170-00074,마음행복요양센터,05.방문목욕,개인,경상북도,안동시,2023-06-13,B,88.8,95,90,79.55,91.18,87.86,,,,
8133,2023년 정기평가,2-47170-00158,로뎀나무 노인돌봄센터,07.주야간보호,개인,경상북도,안동시,2023-11-29,A,90.35,88.16,100,100,78.13,97.33,,,,
8134,2023년 정기평가,3-47170-00086,한국복지주간보호센터,07.주야간보호,개인,경상북도,안동시,2023-08-16,B,83.05,78.95,97.73,87.5,72.66,85.33,,,,
8135,2023년 정기평가,2-47170-00176,안동주간보호센터,07.주야간보호,개인,경상북도,안동시,2023-11-29,B,86.25,77.63,92.05,77.08,86.72,95,,,,
8136,2023년 정기평가,3-47170-00090,참사랑재가복지센터,07.주야간보호,개인,경상북도,안동시,2023-05-02,E,62.3,69.74,62.5,62.5,55.47,67,,,,
8137,2023년 정기평가,3-47170-00078,돌봄통합노인복지센터,07.주야간보호,법인,경상북도,안동시,2023-05-02,B,88.85,93.42,86.36,91.67,93.75,74,,,,
8138,2023년 정기평가,2-47170-00162,가온재활주야간보호센터,07.주야간보호,개인,경상북도,안동시,2023-11-28,E,79.05,72.37,92.05,75,74.22,82,,,,
8139,2023년 정기평가,3-47170-00016,동아의료보조기·보청기,09.복지용구,개인,경상북도,안동시,2023-02-14,D,70.67,83.36,88,52.17,40,94.44,,,,
8140,2023년 정기평가,3-47170-00116,제일의료기,09.복지용구,개인,경상북도,안동시,2023-04-11,A,93.3,100,100,82.61,90,96.11,,,,
8141,2023년 정기평가,3-47750-00026,참사랑노인복지센터,04.방문요양,법인,경상북도,청송군,2023-07-26,B,83.3,77.5,100,88.64,78.23,83.61,,,,
8142,2023년 정기평가,3-47750-00028,한마음방문요양센터,04.방문요양,개인,경상북도,청송군,2023-04-11,D,66.25,65,88.89,56.82,68.55,63.89,,,,
8143,2023년 정기평가,3-47750-00012,현서노인복지센터,04.방문요양,개인,경상북도,청송군,2023-04-11,D,67.05,77.5,77.78,77.27,48.39,69.72,,,,
8144,2023년 정기평가,3-47750-00012,현서노인복지센터,05.방문목욕,개인,경상북도,청송군,2023-04-11,C,76.3,75,80,81.82,64.71,95,,,,
8145,2023년 정기평가,2-47750-00035,청송보현재가노인복지센터,07.주야간보호,법인,경상북도,청송군,2023-06-21,D,78.8,78.95,88.64,45.83,80.47,87,,,,
8146,2023년 정기평가,3-47760-00032,우리어르신재가요양센터,04.방문요양,개인,경상북도,영양군,2023-11-14,E,58.19,44.45,77.78,63.64,58.06,57.22,,,,
8147,2023년 정기평가,3-47760-00010,희망노인복지센터,04.방문요양,개인,경상북도,영양군,2023-03-14,E,63.8,36.25,100,92.05,55.65,55.83,,,,
8148,2023년 정기평가,3-47760-00026,효노인복지센터,04.방문요양,개인,경상북도,영양군,2023-03-14,D,69.8,47.5,88.89,85.23,63.71,76.67,,,,
8149,2023년 정기평가,2-47760-00030,재가노인복지시설 청춘주야간보호센터,07.주야간보호,법인,경상북도,영양군,2023-11-14,B,85.8,85.53,93.18,91.67,77.34,88.67,,,,
8150,2023년 정기평가,2-47210-00184,세화재가복지센터,04.방문요양,법인,경상북도,영주시,2023-08-01,B,81.05,68.75,100,77.27,80.65,90.56,,,,
8151,2023년 정기평가,3-47210-00190,영풍노인재가센터,04.방문요양,개인,경상북도,영주시,2023-08-29,B,83.05,71.25,100,95.45,79.03,79.44,,,,
8152,2023년 정기평가,3-47210-00192,가람재가복지센터,04.방문요양,개인,경상북도,영주시,2023-08-01,C,73.8,60,100,72.73,73.39,78.06,,,,
8153,2023년 정기평가,2-47210-00132,(주)가정종합복지센터,04.방문요양,법인,경상북도,영주시,2023-02-14,B,83.6,72.5,88.89,95.45,79.03,86.67,,,,
8154,2023년 정기평가,3-47210-00110,섬김노인복지센터,04.방문요양,개인,경상북도,영주시,2023-03-07,B,85.35,71.25,100,95.45,95.16,64.44,,,,
8155,2023년 정기평가,3-47210-00196,풍기노인재가센터,04.방문요양,개인,경상북도,영주시,2023-08-29,D,66.8,63.75,77.78,56.82,62.1,85,,,,
8156,2023년 정기평가,3-47210-00186,안심재가복지센터,04.방문요양,개인,경상북도,영주시,2023-08-01,B,88.85,78.75,100,95.45,85.48,92.22,,,,
8157,2023년 정기평가,2-47210-00134,효재가노인복지센터,04.방문요양,개인,경상북도,영주시,2023-03-07,B,82.55,65,100,95.45,75,90.56,,,,
8158,2023년 정기평가,2-47210-00172,풍경재가복지센터,04.방문요양,개인,경상북도,영주시,2023-03-07,B,88.6,68.75,88.89,95.45,97.58,86.67,,,,
8159,2023년 정기평가,3-47210-00146,희망노인복지센터,04.방문요양,개인,경상북도,영주시,2023-03-07,B,88.5,78.75,100,86.36,92.74,88.89,,,,
8160,2023년 정기평가,2-47210-00208,늘품재가복지센터,04.방문요양,법인,경상북도,영주시,2023-08-01,B,88.8,92.5,100,88.64,82.26,90.56,,,,
8161,2023년 정기평가,3-47210-00034,소망노인복지센터,04.방문요양,개인,경상북도,영주시,2023-03-07,B,89.8,97.5,100,95.45,77.42,90.56,,,,
8162,2023년 정기평가,3-47210-00128,효다함재가노인복지센터,04.방문요양,개인,경상북도,영주시,2023-03-07,B,82.85,98.75,77.78,88.64,72.58,78.33,,,,
8163,2023년 정기평가,3-47210-00088,풍기희망샘 노인복지센터,07.주야간보호,개인,경상북도,영주시,2023-07-11,B,84.55,92.11,80.68,87.5,75,98.67,,,,
8164,2023년 정기평가,3-47210-00198,효심노인복지센터,07.주야간보호,개인,경상북도,영주시,2023-11-14,B,88.35,65.79,97.73,87.5,91.41,97.33,,,,
8165,2023년 정기평가,2-47210-00080,조와동농촌재가노인복지센터,07.주야간보호,법인,경상북도,영주시,2023-07-19,C,81.8,88.16,81.82,62.5,82.81,87,,,,
8166,2023년 정기평가,3-47210-00152,선비촌노인지원센터,07.주야간보호,개인,경상북도,영주시,2023-07-11,B,82.8,65.79,90.91,79.17,81.25,98.67,,,,
8167,2023년 정기평가,3-47210-00178,연세의료기,09.복지용구,개인,경상북도,영주시,2023-07-19,D,70.5,64.29,84,58.7,50,94.44,,,,
8168,2023년 정기평가,3-47210-00124,온맘의료기,09.복지용구,개인,경상북도,영주시,2023-02-14,C,71.25,62.5,84,58.7,55,94.44,,,,
8169,2023년 정기평가,3-47920-00044,효심재가센터,04.방문요양,개인,경상북도,봉화군,2023-11-14,A,90.35,91.25,100,81.82,95.16,86.67,,,,
8170,2023년 정기평가,3-47920-00042,경북노인복지센터,04.방문요양,개인,경상북도,봉화군,2023-02-14,C,74.75,67.5,100,76.14,75.81,66.67,,,,
8171,2023년 정기평가,3-47920-00036,봉화종합의료기,09.복지용구,개인,경상북도,봉화군,2023-02-14,E,69.04,89.57,84,54.35,35,88.89,,,,
8172,2023년 정기평가,3-47250-00054,효 삼백재가센터,04.방문요양,개인,경상북도,상주시,2023-05-02,B,94.3,96.25,100,100,89.52,90.56,,,,
8173,2023년 정기평가,3-47250-00154,한사랑노인재가센터,04.방문요양,개인,경상북도,상주시,2023-05-09,B,89.3,95,100,75,95.16,85,,,,
8174,2023년 정기평가,2-47250-00192,은자재가노인복지센터,04.방문요양,개인,경상북도,상주시,2023-08-01,E,57.05,48.75,55.56,63.64,45.16,79.44,,,,
8175,2023년 정기평가,3-47250-00184,참좋은노인복지센터,04.방문요양,개인,경상북도,상주시,2023-08-01,D,66.3,87.5,55.56,72.73,45.16,76.67,,,,
8176,2023년 정기평가,2-47250-00200,새늘복지 사회적협동조합 방문요양,04.방문요양,법인,경상북도,상주시,2023-06-07,A,96.1,100,100,100,92.74,90.83,,,,
